;;2;3;4;5;6;;;;;;;
;Genero;Titulo;Ano;Ficheiro Cartaz;Sumario;URL - Trailler;;;Generos;;Starts at;Ends at;
2;COMEDY;Parasitas;2019;Parasitas.jpg;Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.;https://www.youtube.com/watch?v=m4jfE-TxC24;;;COMEDY;20;2;21;COMEDY
3;COMEDY;Hababam Sinifi;1975;Hababam_Sinifi.jpg;Lazy, uneducated students share a very close bond. They live together in the dormitory, where they plan their latest pranks. When a new headmaster arrives, the students naturally try to overthrow him. A comic war of nitwits follows.;https://www.youtube.com/watch?v=3A-JM0LVYjs;;;SCI-FI;30;22;51;SCI-FI
4;COMEDY;Intouchables ;2011;Intouchables.jpg;After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.;https://www.youtube.com/watch?v=oK5hMNxqsFA;;;ROMANCE;20;52;71;ROMANCE
5;COMEDY;O Grande Ditador;1940;The_Great_Dictator.jpg;Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.;https://www.youtube.com/watch?v=WX5L-JcGjEE;;;ACTION;20;72;91;ACTION
6;COMEDY;O Fabuloso Destino de Amélie;2001;Fabuloso_Destino_Amelie.jpg;Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.;https://www.youtube.com/watch?v=To7QjAdT8jo;;;THRILLER;20;92;111;THRILLER
7;COMEDY;Monty Python e o Cálice Sagrado;1975;Holly_grail.jpg;King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.;https://www.youtube.com/watch?v=urRkGvhXc8w;;;DRAMA;20;112;131;DRAMA
8;COMEDY;A Vida de Brian;1979;AVida_de_Brian.jpg;Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.;https://www.youtube.com/watch?v=TKPmGjVFbrY;;;ANIMATION;20;132;151;ANIMATION
9;COMEDY;O Sentido da Vida;1983;O_Sentido_da_Vida.jpg;The comedy team takes a look at life in all of its stages in their own uniquely silly way.;https://www.youtube.com/watch?v=VGG0UHpHJFs;;;ADVENTURE;20;152;171;ADVENTURE
10;COMEDY;Grand Budapest Hotel;2014;Grand_Budapest_Hotel.jpg;A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.;https://www.youtube.com/watch?v=zru-1DbbcsA;;;FAMILY;20;172;191;FAMILY
11;COMEDY;The Big Lebowski;1998;The_Big_Lebowski.jpg;"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.";https://www.youtube.com/watch?v=cd-go0oBF4Y;;;FANTASY;20;192;211;FANTASY
12;COMEDY;Underground: Era Uma Vez Um País;1995;Underground.jpg;A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.;https://www.youtube.com/watch?v=rYTvmLvLchs;;;SUPERHERO;20;212;231;SUPERHERO
13;COMEDY;Mimi;2021;mimi.jpg;Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.;https://www.youtube.com/watch?v=NfdUnHF2ebQ;;;COMEDY-ROMANCE;20;232;251;COMEDY-ROMANCE
